,Original Stats,Predicted
5702,2200000.0,1688416.6666666667
5703,1700000.0,1304593.373493976
5708,1200000.0,1046096.9538461538
5709,1540000.0,963414.0
5710,826000.0,526830.3938053098
5713,1700000.0,963414.0
5714,505000.0,526830.3938053098
5717,720000.0,773139.3939393939
5719,868000.0,977451.6129032258
5721,530000.0,526830.3938053098
5722,650000.0,782046.6666666666
5723,990000.0,1286500.0
5725,592500.0,782046.6666666666
5726,600000.0,782046.6666666666
5728,455000.0,383329.0268456376
5731,1250000.0,1286500.0
5734,425000.0,383329.0268456376
5736,740000.0,977451.6129032258
5739,660000.0,526830.3938053098
5740,622500.0,666440.1149425288
5742,800000.0,856044.4444444445
5743,540000.0,782046.6666666666
5744,370000.0,383329.0268456376
5747,855000.0,773139.3939393939
5748,832500.0,776227.2727272727
5749,850000.0,776227.2727272727
5750,1080000.0,800939.3939393939
5752,927000.0,1304593.373493976
5753,850000.0,724920.0
5754,831000.0,1304593.373493976
5756,840000.0,1070533.3333333333
5757,1315000.0,2082066.6666666667
5759,1161000.0,1207000.0
5761,1016000.0,1049492.4528301887
5762,690000.0,717969.4968553459
5763,1070000.0,979202.8301886793
5764,871500.0,724920.0
5766,380000.0,383329.0268456376
5767,430000.0,526830.3938053098
5769,602000.0,769382.5757575758
5770,575000.0,526830.3938053098
5771,495000.0,526830.3938053098
5773,500000.0,552799.1733333333
5775,1891000.0,1688416.6666666667
5776,2000000.0,1620833.3333333333
5778,1500000.0,1690000.0
5780,2000000.0,1837157.894736842
5781,500000.0,383329.0268456376
5782,685000.0,856044.4444444445
5783,380000.0,383329.0268456376
5785,616000.0,1172869.3181818181
5788,400000.0,383329.0268456376
5790,451000.0,383329.0268456376
5791,1400000.0,917126.5258215963
5794,459000.0,383329.0268456376
5797,520000.0,862883.3333333334
5800,370500.0,383329.0268456376
5801,5046000.0,5285500.0
5802,385000.0,383329.0268456376
5803,1900000.0,1172869.3181818181
5805,390000.0,526830.3938053098
5806,500000.0,383329.0268456376
5809,430000.0,383329.0268456376
5811,392000.0,383329.0268456376
5812,1900000.0,2214600.0
5814,540000.0,526830.3938053098
5815,475000.0,526830.3938053098
5817,570000.0,782046.6666666666
5819,400000.0,526830.3938053098
5821,920000.0,1018370.0
5823,503500.0,1046096.9538461538
5824,580000.0,769382.5757575758
5827,1295000.0,1018370.0
5828,481000.0,526830.3938053098
5829,1120000.0,917126.5258215963
5830,400000.0,383329.0268456376
5832,1210000.0,383329.0268456376
5837,785000.0,856044.4444444445
5838,450000.0,383329.0268456376
5839,875000.0,1046096.9538461538
5840,650000.0,1046096.9538461538
5841,431000.0,769382.5757575758
5842,385000.0,526830.3938053098
5843,575000.0,666440.1149425288
5847,4400000.0,4400000.0
5853,535000.0,769382.5757575758
5854,1200500.0,1046096.9538461538
5855,565000.0,666440.1149425288
5857,520000.0,552799.1733333333
5859,902000.0,769382.5757575758
5860,1600000.0,1775000.0
5862,750000.0,666440.1149425288
5863,1365000.0,1046096.9538461538
5864,1950000.0,2152214.285714286
5866,1678000.0,1162750.0
5867,400000.0,651350.3397683398
5868,500000.0,856044.4444444445
5870,760000.0,769382.5757575758
5873,580000.0,552799.1733333333
5875,430000.0,526830.3938053098
5877,1100000.0,779777.7777777778
5880,435000.0,383329.0268456376
5882,354000.0,383329.0268456376
5889,1025000.0,1309019.7368421052
5890,1430000.0,979202.8301886793
5891,1330000.0,973937.5
5894,1635000.0,1823333.3333333333
5895,1194000.0,1385000.0
5896,1440000.0,1535000.0
5897,1300000.0,1286500.0
5898,850000.0,961850.0
5899,1150000.0,1309019.7368421052
5900,910000.0,819703.947368421
5901,1430000.0,1585000.0
5903,622500.0,917126.5258215963
5904,1500000.0,1422250.0
5906,1280000.0,1043030.612244898
5907,1485000.0,1485000.0
5908,1080000.0,1172869.3181818181
5909,1715000.0,1779352.9411764706
5910,2650000.0,2487500.0
5911,630000.0,782046.6666666666
5920,1370000.0,1422702.380952381
5925,800000.0,1234066.6666666667
5926,950000.0,819703.947368421
5931,780000.0,1023428.5714285715
5933,1350500.0,1773288.4615384615
5934,745000.0,717969.4968553459
5938,657500.0,800939.3939393939
5939,1030000.0,1010178.5714285715
5940,460000.0,977451.6129032258
5948,490000.0,800939.3939393939
5949,890000.0,1239000.0
5951,425000.0,651350.3397683398
5952,715000.0,1242222.2222222222
5953,816000.0,800939.3939393939
5956,425500.0,651350.3397683398
5960,610000.0,819703.947368421
5961,600000.0,880200.0
5968,611000.0,1046096.9538461538
5972,670000.0,644250.0
5978,605000.0,800939.3939393939
5979,930000.0,1183735.294117647
5981,880000.0,1242222.2222222222
5982,570000.0,717969.4968553459
5983,700000.0,717969.4968553459
5986,625000.0,800939.3939393939
5987,695000.0,828000.0
5990,910000.0,888181.8181818182
5991,607000.0,717969.4968553459
5992,679500.0,649775.0
5993,500000.0,773139.3939393939
5994,895000.0,969000.0
5997,410000.0,856044.4444444445
6000,635000.0,819703.947368421
6011,480000.0,612932.2033898305
6012,435000.0,639414.6776859504
6015,560000.0,651350.3397683398
6016,626800.0,832279.7234042553
6018,571500.0,695538.4615384615
6023,605000.0,1251916.6666666667
6026,600000.0,985714.2857142857
6027,650000.0,651357.1428571428
6029,736000.0,930750.0
6034,735000.0,812342.625
6040,700000.0,612932.2033898305
6042,1190000.0,1585000.0
6043,591000.0,819703.947368421
6044,665000.0,1269277.7777777778
6048,620000.0,961850.0
6049,503000.0,1049492.4528301887
6050,1000000.0,1000000.0
6055,560000.0,717969.4968553459
6056,615000.0,1040681.8181818182
6057,450000.0,1355687.5
6061,680000.0,1049757.5757575757
6062,620000.0,819703.947368421
6063,545000.0,683070.3703703703
6064,621000.0,736000.0
6067,687000.0,979202.8301886793
6069,485000.0,826000.0
6070,510000.0,644250.0
6072,500000.0,717969.4968553459
6074,480000.0,819703.947368421
6076,621000.0,644250.0
6080,690000.0,717969.4968553459
6084,547500.0,979202.8301886793
6086,280000.0,383329.0268456376
6087,555000.0,687357.1428571428
6089,600000.0,619375.0
6090,622500.0,717969.4968553459
6091,350000.0,651350.3397683398
6092,657000.0,812342.625
6094,682000.0,819703.947368421
6095,520000.0,819703.947368421
6096,470000.0,612932.2033898305
6097,586000.0,819703.947368421
6098,305000.0,773139.3939393939
6099,705000.0,812342.625
6101,645000.0,948318.1818181818
6103,500000.0,819703.947368421
6104,510000.0,850636.3636363636
6107,750500.0,888181.8181818182
6108,451000.0,640575.0
6109,2440000.0,2312071.4285714286
6110,1110000.0,1172869.3181818181
6111,2128000.0,2128000.0
6113,2200000.0,1882500.0
6117,640000.0,526830.3938053098
6120,1700000.0,1690000.0
6121,2500000.0,2500000.0
6124,2200000.0,2243875.0
6128,2860000.0,3002500.0
6130,1930000.0,1422702.380952381
6131,1812500.0,2243875.0
6132,760000.0,651350.3397683398
6133,1300000.0,1422702.380952381
6136,1960000.0,1709200.0
6139,2630000.0,2565000.0
6140,880000.0,773139.3939393939
6142,1755000.0,1040681.8181818182
6143,1700000.0,1641000.0
6145,1975000.0,2051000.0
6146,610000.0,651350.3397683398
6151,1850000.0,1457250.0
6152,2050000.0,2360848.484848485
6153,2100000.0,2360848.484848485
6154,1150000.0,683070.3703703703
6157,770500.0,782046.6666666666
6159,600000.0,651350.3397683398
6166,2125000.0,2209522.727272727
6167,656000.0,552799.1733333333
6169,1518000.0,1230100.0
6170,1560000.0,850636.3636363636
6172,865000.0,773139.3939393939
6174,2160000.0,2076428.5714285714
6177,2300000.0,1948785.7142857143
6180,600000.0,639414.6776859504
6181,2180000.0,1732454.5454545454
6185,1251000.0,1262966.6666666667
6186,1650000.0,1882500.0
6188,1835000.0,1767425.9259259258
6189,778500.0,651350.3397683398
6193,1201000.0,1043030.612244898
6194,1165000.0,1076285.7142857143
6196,742500.0,773139.3939393939
6199,1101000.0,979780.487804878
6202,1200000.0,1049757.5757575757
6203,990000.0,1362125.0
6204,1500000.0,1673750.0
6205,1290000.0,1196233.3333333333
6206,790000.0,1076285.7142857143
6207,950000.0,1167500.0
6208,1421000.0,1043030.612244898
6209,1051000.0,773450.0
6212,1710000.0,1043030.612244898
6213,1280000.0,1076285.7142857143
6214,750000.0,1079000.0
6215,1000000.0,1066428.5714285714
6216,678000.0,651350.3397683398
6217,1010000.0,1040681.8181818182
6219,1210000.0,985714.2857142857
6222,945000.0,1043030.612244898
6223,725000.0,612932.2033898305
6225,1211000.0,1040681.8181818182
6226,1100000.0,1362125.0
6231,1002000.0,985714.2857142857
6233,1209000.0,1076285.7142857143
6234,2080000.0,2241200.0
6236,1118000.0,1076285.7142857143
6238,903000.0,930750.0
6239,1220000.0,1049757.5757575757
6242,1650000.0,890647.0588235294
6243,1182500.0,1043030.612244898
6244,1020000.0,1362125.0
6246,650000.0,773139.3939393939
6248,1509000.0,1309019.7368421052
6253,517500.0,506764.70588235295
6254,370000.0,383329.0268456376
6255,805000.0,639414.6776859504
6256,1428888.0,1302803.3846153845
6257,940000.0,862883.3333333334
6258,270000.0,383329.0268456376
6265,365000.0,383329.0268456376
6267,525500.0,651350.3397683398
6269,944000.0,1046096.9538461538
6271,887000.0,1262966.6666666667
6273,701000.0,746000.0
6275,1110000.0,1046096.9538461538
6277,332000.0,383329.0268456376
6278,1265000.0,1544387.0967741935
6279,1085000.0,1046096.9538461538
6280,898000.0,917126.5258215963
6281,1235000.0,1362333.3333333333
6282,910500.0,917126.5258215963
6283,995000.0,1049492.4528301887
6284,760000.0,769382.5757575758
6285,505000.0,526830.3938053098
6286,1400000.0,1544387.0967741935
6289,1110000.0,979202.8301886793
6290,1200000.0,1362333.3333333333
6292,450000.0,526830.3938053098
6298,874000.0,639414.6776859504
6299,1427000.0,1049492.4528301887
6301,383000.0,383329.0268456376
6305,1290000.0,1242222.2222222222
6307,450000.0,651350.3397683398
6310,438000.0,526830.3938053098
6313,1250000.0,917126.5258215963
6314,1070000.0,917126.5258215963
6316,1570000.0,1688416.6666666667
6317,486000.0,526830.3938053098
6319,1211000.0,1046096.9538461538
6321,1280000.0,1304593.373493976
6322,1478000.0,1616272.7272727273
6324,1913000.0,1709200.0
6327,928500.0,832279.7234042553
6328,432500.0,651350.3397683398
6329,330000.0,383329.0268456376
6332,1370000.0,1262966.6666666667
6333,303500.0,383329.0268456376
6334,1160000.0,917126.5258215963
6337,1380000.0,1688416.6666666667
6339,1435000.0,1435000.0
6340,5500000.0,5500000.0
6345,5500000.0,5133333.333333333
6347,1689000.0,1049492.4528301887
6349,1100000.0,1390000.0
6352,925000.0,856044.4444444445
6353,450000.0,526830.3938053098
6354,349000.0,383329.0268456376
6363,2650000.0,1355687.5
6364,2820000.0,2922500.0
6365,810000.0,856044.4444444445
6366,2840000.0,2948000.0
6367,2700000.0,917126.5258215963
6372,6250000.0,6250000.0
6373,4500000.0,4500000.0
6375,541000.0,383329.0268456376
6376,1550000.0,1018370.0
6377,2205000.0,1522500.0
6383,950000.0,773139.3939393939
6386,366000.0,383329.0268456376
6387,2620000.0,2620000.0
6388,1900000.0,1559833.3333333333
6390,4000000.0,4000000.0
6393,4200000.0,3755000.0
6396,690000.0,526830.3938053098
6400,511000.0,639414.6776859504
6402,910000.0,1172869.3181818181
6403,2250000.0,1709200.0
6404,525000.0,526830.3938053098
6405,3270000.0,3270000.0
6410,960000.0,888181.8181818182
6412,1010000.0,1580043.4782608696
6413,880000.0,1040681.8181818182
6416,770000.0,695538.4615384615
6417,730000.0,1422702.380952381
6420,1005000.0,1143000.0
6421,555000.0,639414.6776859504
6422,546000.0,651350.3397683398
6423,765000.0,612932.2033898305
6424,920000.0,1040681.8181818182
6429,1025000.0,1006500.0
6431,895000.0,1043030.612244898
6432,820000.0,979780.487804878
6433,870000.0,819703.947368421
6436,1050000.0,1043030.612244898
6437,660000.0,717969.4968553459
6438,581000.0,695538.4615384615
6441,600000.0,717969.4968553459
6442,690000.0,850636.3636363636
6443,582000.0,800939.3939393939
6444,740000.0,717969.4968553459
6445,671000.0,917126.5258215963
6446,741000.0,819703.947368421
6451,537000.0,773139.3939393939
6452,1040000.0,1309019.7368421052
6453,1171000.0,1171000.0
6454,662000.0,659250.0
6456,922000.0,985714.2857142857
6458,860500.0,1309019.7368421052
6459,702000.0,717969.4968553459
6460,627500.0,773139.3939393939
6463,549000.0,773139.3939393939
6465,701000.0,1069891.3043478262
6466,645000.0,773139.3939393939
6468,1010000.0,1234066.6666666667
6470,1260000.0,1260000.0
6471,460000.0,383329.0268456376
6472,2370000.0,2285000.0
6473,800000.0,856044.4444444445
6474,550000.0,506764.70588235295
6475,660000.0,977451.6129032258
6476,1055000.0,526830.3938053098
6477,995000.0,1049492.4528301887
6479,443000.0,653109.0909090909
6480,1120000.0,1064916.6666666667
6481,482000.0,506764.70588235295
6482,620000.0,526830.3938053098
6484,601000.0,773139.3939393939
6486,1400000.0,942907.9210526316
6487,1535000.0,1401000.0
6488,890000.0,773139.3939393939
6490,1800000.0,917126.5258215963
6493,2910000.0,2450000.0
6494,2910000.0,2910000.0
6496,1200000.0,1172869.3181818181
6498,1460000.0,773139.3939393939
6499,310000.0,383329.0268456376
6500,1200000.0,1172869.3181818181
6501,1560000.0,917126.5258215963
6502,1575000.0,1172869.3181818181
6503,830000.0,526830.3938053098
6507,1470000.0,963414.0
6508,2230000.0,2360848.484848485
6509,1460000.0,917126.5258215963
6513,1330000.0,1286500.0
6515,1010000.0,1172869.3181818181
6517,513500.0,526830.3938053098
6521,1805000.0,1302803.3846153845
6522,1126000.0,1191500.0
6523,935000.0,963414.0
6525,375000.0,526830.3938053098
6531,2050000.0,2050000.0
6533,1310000.0,1390000.0
6535,491500.0,526830.3938053098
6536,547500.0,526830.3938053098
6539,1210000.0,1304593.373493976
6540,412000.0,526830.3938053098
6543,1630000.0,969519.2307692308
6546,1482500.0,1544387.0967741935
6547,1300000.0,942907.9210526316
6548,2255000.0,2360848.484848485
6550,1710000.0,1062500.0
6551,2440000.0,2491250.0
6559,380000.0,526830.3938053098
6561,367500.0,526830.3938053098
6562,1225000.0,1049492.4528301887
6563,580000.0,666440.1149425288
6566,2302000.0,1732454.5454545454
6569,611000.0,1046096.9538461538
6571,800000.0,769382.5757575758
6572,275000.0,383329.0268456376
6574,1540000.0,1465000.0
6575,1370000.0,1304593.373493976
6578,452000.0,383329.0268456376
6583,501000.0,383329.0268456376
6584,380000.0,526830.3938053098
6585,1177000.0,1147250.0
6587,600000.0,526830.3938053098
6588,1500000.0,769382.5757575758
6589,830000.0,1018370.0
6590,1200000.0,782046.6666666666
6594,600000.0,552799.1733333333
6604,474000.0,526830.3938053098
6605,1350000.0,1046096.9538461538
6606,1910000.0,1837157.894736842
6608,915000.0,1006500.0
6609,810000.0,695538.4615384615
6610,753000.0,773450.0
6611,602500.0,695538.4615384615
6612,742000.0,612932.2033898305
6613,953000.0,845259.7391304348
6615,650000.0,819703.947368421
6617,731000.0,695538.4615384615
6618,710000.0,717969.4968553459
6621,936000.0,695538.4615384615
6623,721000.0,640575.0
6624,1000000.0,1234066.6666666667
6625,890000.0,776227.2727272727
6627,1165000.0,1304593.373493976
6628,1550000.0,1673750.0
6629,770000.0,773139.3939393939
6630,871000.0,979780.487804878
6631,780000.0,917126.5258215963
6632,650000.0,526830.3938053098
6633,770000.0,1304593.373493976
6636,1235000.0,969519.2307692308
6639,1000000.0,1046096.9538461538
6641,1320000.0,1544387.0967741935
6642,1100000.0,1330000.0
6643,782000.0,536048.8505747126
6645,910000.0,961850.0
6647,856000.0,1046096.9538461538
6648,670000.0,717969.4968553459
6649,706000.0,1145666.6666666667
6650,1050000.0,979780.487804878
6652,1320000.0,1302803.3846153845
6654,1815000.0,2360848.484848485
6655,630000.0,651350.3397683398
6656,1870000.0,1304954.5454545454
6659,1930000.0,1690000.0
6661,510000.0,383329.0268456376
6662,381000.0,526830.3938053098
6663,1040000.0,1062500.0
6666,470000.0,383329.0268456376
6668,501344.0,526830.3938053098
6669,796000.0,717969.4968553459
6672,1055000.0,1269277.7777777778
6673,620000.0,961850.0
6676,345000.0,383329.0268456376
6677,950000.0,1304593.373493976
6681,1200000.0,1616272.7272727273
6682,1005000.0,773139.3939393939
6688,1340000.0,1817647.0588235294
6689,865000.0,1049492.4528301887
6690,781500.0,800939.3939393939
6691,1401000.0,1156687.5
6692,630000.0,856044.4444444445
6693,1137500.0,1075000.0
6696,1158000.0,1156687.5
6698,955000.0,917126.5258215963
6699,1081000.0,1023428.5714285715
6700,725000.0,1023428.5714285715
6701,767000.0,1046096.9538461538
6705,1450000.0,1162750.0
6706,1430000.0,1234066.6666666667
6707,1275000.0,1304593.373493976
6708,1606000.0,2214600.0
6710,780000.0,862883.3333333334
6711,670000.0,800939.3939393939
6713,1380000.0,1559833.3333333333
6715,480500.0,526830.3938053098
6716,1520000.0,1386000.0
6718,1287000.0,1302803.3846153845
6720,800000.0,683070.3703703703
6721,1460000.0,1732454.5454545454
6722,840000.0,717969.4968553459
6723,900500.0,773139.3939393939
6725,940000.0,917126.5258215963
6726,380000.0,383329.0268456376
6727,1646000.0,2086117.6470588236
6729,470000.0,552799.1733333333
6731,1346000.0,845259.7391304348
6733,935000.0,917126.5258215963
6734,3900000.0,3725000.0
6736,1150000.0,1245625.0
6737,1720000.0,1720000.0
6738,1705000.0,1069891.3043478262
6739,1190000.0,800939.3939393939
6742,1740000.0,1740000.0
6745,1200000.0,1245625.0
6746,726000.0,773139.3939393939
6748,1300000.0,1064916.6666666667
6750,670000.0,639414.6776859504
6752,1350000.0,1133187.5
6753,773000.0,979202.8301886793
6757,645000.0,979202.8301886793
6758,720000.0,850636.3636363636
6759,625000.0,979202.8301886793
6762,1310000.0,800939.3939393939
6763,856000.0,918884.6153846154
6764,580000.0,526830.3938053098
6767,940000.0,773139.3939393939
6769,1495000.0,1049492.4528301887
6770,1550000.0,1452062.5
6771,1815000.0,1897666.6666666667
6772,1625000.0,2360848.484848485
6773,899000.0,977451.6129032258
6774,435000.0,536048.8505747126
6777,1080000.0,1046096.9538461538
6779,656000.0,526830.3938053098
6785,1574000.0,1355687.5
6786,665000.0,769382.5757575758
6787,590000.0,666440.1149425288
6792,1679000.0,1362333.3333333333
6793,1050000.0,1355687.5
6795,825000.0,1049492.4528301887
6796,998000.0,773139.3939393939
6797,1010000.0,977451.6129032258
6799,1050000.0,1304593.373493976
6802,1600000.0,1690000.0
6803,1325000.0,1234066.6666666667
6808,1335000.0,1049492.4528301887
6810,805000.0,649775.0
6813,1231010.0,1046096.9538461538
6814,881000.0,1046096.9538461538
6815,1202500.0,1046096.9538461538
6816,1435000.0,1304593.373493976
6821,860000.0,977451.6129032258
6823,1590000.0,1390000.0
6824,610250.0,526830.3938053098
6825,720000.0,1046096.9538461538
6826,840000.0,769382.5757575758
6828,705000.0,526830.3938053098
6830,1630100.0,1441275.0
6833,500000.0,666440.1149425288
6836,1010000.0,1046096.9538461538
6838,1170000.0,1046096.9538461538
6840,600000.0,666440.1149425288
6846,1616000.0,1145666.6666666667
6849,589000.0,526830.3938053098
6851,1117000.0,1046096.9538461538
6859,1935000.0,856044.4444444445
6861,700000.0,782046.6666666666
6865,750000.0,506764.70588235295
6869,1422000.0,1052500.0
6872,1345000.0,1724000.0
6874,787500.0,1023428.5714285715
6876,652500.0,918884.6153846154
6877,1300000.0,1183583.3333333333
6879,730000.0,838500.0
6881,1300000.0,948318.1818181818
6883,970000.0,917126.5258215963
6885,1115000.0,979202.8301886793
6890,333000.0,651350.3397683398
6891,455000.0,683070.3703703703
6892,378000.0,651350.3397683398
6893,585000.0,717969.4968553459
6895,615000.0,979202.8301886793
6899,526000.0,773139.3939393939
6900,540000.0,717969.4968553459
6901,540000.0,724920.0
6902,625000.0,717969.4968553459
6903,681000.0,695538.4615384615
6905,640000.0,1049757.5757575757
6907,783000.0,1234066.6666666667
6908,635000.0,832279.7234042553
6910,619000.0,1069891.3043478262
6911,460000.0,773139.3939393939
6915,751000.0,826000.0
6916,609000.0,717969.4968553459
6920,752500.0,942907.9210526316
6921,650000.0,979202.8301886793
6923,750000.0,948318.1818181818
6927,527000.0,717969.4968553459
6930,515000.0,717969.4968553459
6931,617000.0,717969.4968553459
6933,540000.0,942907.9210526316
6935,631000.0,917126.5258215963
6937,640000.0,717969.4968553459
6941,575000.0,659250.0
6942,562000.0,754136.3636363636
6943,620000.0,717969.4968553459
6945,652500.0,717969.4968553459
6946,1010000.0,1227450.0
6948,492000.0,649775.0
6949,422500.0,963414.0
6957,1865000.0,1341684.2105263157
6958,1700000.0,1312750.0
6962,1450000.0,1544387.0967741935
6964,1110000.0,917126.5258215963
6966,3100000.0,2360848.484848485
6967,555000.0,526830.3938053098
6969,1700000.0,773450.0
6970,1585000.0,1046096.9538461538
6971,935000.0,963414.0
6972,460000.0,526830.3938053098
6976,2800000.0,1773288.4615384615
6978,573000.0,526830.3938053098
6979,680000.0,769382.5757575758
6980,2250000.0,2214600.0
6981,2381000.0,2214600.0
6982,1738000.0,1906500.0
6984,735000.0,773139.3939393939
6987,1420000.0,1304593.373493976
6988,400000.0,526830.3938053098
6991,1335000.0,1046096.9538461538
6992,1825000.0,1341684.2105263157
6994,840000.0,651350.3397683398
6997,3500000.0,3102500.0
6998,444000.0,526830.3938053098
7000,1320000.0,1980555.5555555555
7001,1890000.0,1732454.5454545454
7003,2450000.0,2360848.484848485
7004,1590000.0,917126.5258215963
7005,2450000.0,2491250.0
7010,706000.0,651350.3397683398
7011,2500000.0,2565000.0
7012,2350000.0,2214600.0
7013,1385000.0,1046096.9538461538
7014,655250.0,552799.1733333333
7015,1666000.0,1817647.0588235294
7016,430000.0,383329.0268456376
7018,505000.0,526830.3938053098
7021,1650000.0,1304593.373493976
7022,371000.0,383329.0268456376
7024,1625000.0,1488727.2727272727
7028,975000.0,773139.3939393939
7029,546500.0,651350.3397683398
7031,1220000.0,1196233.3333333333
7032,550000.0,773139.3939393939
7034,705000.0,651350.3397683398
7037,490000.0,651350.3397683398
7039,1110000.0,979202.8301886793
7040,540000.0,639414.6776859504
7041,750000.0,979202.8301886793
7046,1401000.0,1452062.5
7051,1195000.0,979202.8301886793
7056,690000.0,536048.8505747126
7057,1375000.0,819703.947368421
7058,1400000.0,1196233.3333333333
7059,475000.0,639414.6776859504
7060,1030000.0,1064916.6666666667
7062,1125000.0,880200.0
7063,3850000.0,3429000.0
7064,1605000.0,979202.8301886793
7065,470000.0,552799.1733333333
7067,1740000.0,1583800.0
7068,1660000.0,1422702.380952381
7070,2200000.0,2082066.6666666667
7073,1875000.0,1995333.3333333333
7074,1797000.0,1583800.0
7075,1050000.0,850636.3636363636
7077,551000.0,651357.1428571428
7078,350000.0,979202.8301886793
7080,425000.0,640575.0
7082,600000.0,819703.947368421
7083,460000.0,717969.4968553459
7084,611000.0,819703.947368421
7085,495000.0,717969.4968553459
7086,472500.0,1069891.3043478262
7088,480000.0,683070.3703703703
7089,980000.0,1196233.3333333333
7092,610000.0,942907.9210526316
7095,607500.0,773450.0
7097,677200.0,666440.1149425288
7098,1155000.0,1048562.5
7099,817000.0,1049492.4528301887
7100,1035000.0,1048562.5
7101,677500.0,1046096.9538461538
7103,760000.0,800939.3939393939
7104,730000.0,985000.0
7106,440000.0,536048.8505747126
7107,685000.0,1046096.9538461538
7109,210000.0,383329.0268456376
7110,1340000.0,1362333.3333333333
7111,925000.0,969000.0
7113,1275000.0,1386000.0
7114,925000.0,1049492.4528301887
7115,1336000.0,1302803.3846153845
7116,200000.0,383329.0268456376
7117,1100000.0,1070533.3333333333
7120,1160000.0,1018370.0
7122,820000.0,1049492.4528301887
7124,740000.0,651350.3397683398
7125,975000.0,963414.0
7126,1060000.0,979202.8301886793
7127,680000.0,639414.6776859504
7129,1430000.0,1360000.0
7131,1370000.0,1309019.7368421052
7132,605000.0,745042.6923076923
7136,1610000.0,1743142.857142857
7141,256500.0,383329.0268456376
7144,1300000.0,1251916.6666666667
7145,835000.0,773139.3939393939
7147,861500.0,782046.6666666666
7148,500000.0,666440.1149425288
7150,1400000.0,832279.7234042553
7152,603000.0,651350.3397683398
7154,1100000.0,1341684.2105263157
7157,1090000.0,979780.487804878
7159,1800000.0,1010178.5714285715
7162,745500.0,651350.3397683398
7164,1401000.0,1341684.2105263157
7165,2250000.0,2300000.0
7166,1715000.0,1743142.857142857
7168,250000.0,383329.0268456376
7172,1920000.0,1961666.6666666667
7174,1918000.0,1743142.857142857
7175,900000.0,773139.3939393939
7179,1770000.0,1309019.7368421052
7182,1250000.0,1018370.0
7185,822500.0,1172869.3181818181
7186,810000.0,651350.3397683398
7187,1322000.0,1023428.5714285715
7191,1845000.0,2086117.6470588236
7192,1535000.0,1242222.2222222222
7193,2005000.0,2209522.727272727
7194,932000.0,963414.0
7195,1500000.0,1422702.380952381
7197,1390000.0,1470000.0
7198,940000.0,1049492.4528301887
7199,296000.0,383329.0268456376
7201,475000.0,526830.3938053098
7202,820000.0,963414.0
7203,940000.0,963414.0
7205,1470000.0,1172869.3181818181
7207,430000.0,526830.3938053098
7208,362000.0,383329.0268456376
7209,410000.0,526830.3938053098
7213,1177000.0,1046096.9538461538
7214,617500.0,651350.3397683398
7217,405000.0,526830.3938053098
7220,1020000.0,903000.0
7221,912500.0,1046096.9538461538
7225,710000.0,890833.3333333334
7226,837000.0,942907.9210526316
7228,850000.0,942907.9210526316
7229,520000.0,942907.9210526316
7230,347000.0,773139.3939393939
7232,438000.0,639414.6776859504
7235,415000.0,526830.3938053098
7236,723000.0,1049492.4528301887
7237,530000.0,942907.9210526316
7238,967000.0,1049492.4528301887
7239,840000.0,800939.3939393939
7241,910000.0,773139.3939393939
7243,820000.0,800939.3939393939
7244,756000.0,1049492.4528301887
7247,620000.0,649775.0
7249,875000.0,1048562.5
7252,830000.0,1156687.5
7254,545000.0,651350.3397683398
7257,913000.0,1242222.2222222222
7258,850000.0,776227.2727272727
7263,770000.0,1046096.9538461538
7264,495000.0,639414.6776859504
7265,1575000.0,1690000.0
7268,288000.0,383329.0268456376
7269,1151500.0,1242222.2222222222
7270,860000.0,717969.4968553459
7271,805000.0,1049492.4528301887
7273,450000.0,526830.3938053098
7278,420000.0,536048.8505747126
7281,878000.0,773139.3939393939
7282,765000.0,1069891.3043478262
7283,730000.0,979780.487804878
7284,730000.0,651350.3397683398
7285,593000.0,979780.487804878
7286,816000.0,1233000.0
7291,600000.0,862883.3333333334
7292,600000.0,828000.0
7293,185000.0,383329.0268456376
7295,319000.0,526830.3938053098
7297,560000.0,560000.0
7302,840000.0,828000.0
7307,507000.0,639414.6776859504
7310,1160000.0,1242222.2222222222
7311,1330000.0,1362333.3333333333
7317,636500.0,526830.3938053098
7318,2575000.0,2657000.0
7320,710000.0,526830.3938053098
7321,640000.0,552799.1733333333
7323,305000.0,526830.3938053098
7324,400000.0,526830.3938053098
7325,880000.0,828000.0
7327,1045000.0,979202.8301886793
7331,690000.0,1049492.4528301887
7332,1050000.0,695538.4615384615
7334,865000.0,979202.8301886793
7335,1033000.0,612932.2033898305
7339,750000.0,659250.0
7340,1025000.0,1023428.5714285715
7342,633500.0,1048562.5
7343,1180000.0,930750.0
7345,1225000.0,1242222.2222222222
7347,1600000.0,1408750.0
7353,755000.0,782046.6666666666
7355,520000.0,526830.3938053098
7356,1000000.0,1046096.9538461538
7358,425000.0,383329.0268456376
7359,1280000.0,1488727.2727272727
7362,1475000.0,1488727.2727272727
7365,1015000.0,1046096.9538461538
7366,930000.0,1046096.9538461538
7368,1900000.0,1162750.0
7369,662500.0,526830.3938053098
7373,1010000.0,651350.3397683398
7374,1300000.0,1304593.373493976
7375,1300000.0,917126.5258215963
7379,930000.0,930750.0
7380,650000.0,666440.1149425288
7381,985000.0,979202.8301886793
7382,915000.0,850500.0
7387,508000.0,773139.3939393939
7388,420000.0,526830.3938053098
7389,506000.0,651350.3397683398
